CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;TIPO_HOGAR;MATERIAL_TECHUMBRE;DENSIDAD_HOGAR
TQRMNOQQWHLLKOCDEFKID00803718;2024;3;1;1;43;S;4;1018;2;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQTMNORWXHMOLTCDEHPJB00811477;2024;3;1;1;40;S;29;647;2;;1;2;;4;2;2;1;;1;2;2;3;2;2;2;1;1;2;0;1;2;2;2;0;2;0;2;;2;;2;1;2;2;2;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;300000;1;1;2;1;;1;100000;1;1;1;1;;1;631;1;0;98;0;0;0;Nuclear;Material durable;Medio
TQRMNOPYYHMOLUCDEHPJB00811478;2024;3;1;1;40;S;29;384;1;;4;1;;4;1;1;1;;1;2;1;3;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;6;1;5;1491000;8;8;9;8;;9;248500;4;4;5;3;;4;562;2;0;98;0;0;0;Extendido;Material durable;Alto
TQRMNOQPQHKMLMCDEHPJB00867089;2024;3;1;1;40;S;29;245;1;;2;1;;4;2;1;1;;1;1;2;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;1;0;1;632500;4;4;4;3;;4;632500;8;8;9;8;;9;286;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNORWVHKMLMCDEHPJB00867090;2024;3;2;1;40;S;29;364;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;260000;1;1;1;1;;1;260000;4;4;5;4;;5;401;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOSRVHLMLPCDEHPJB00811481;2024;3;1;1;40;S;29;462;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;1;1;1;2;2;2;0;2;0;6;;2;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;620000;3;4;4;3;;4;310000;5;5;6;5;;6;573;2;0;1;0;0;0;Nuclear;Material durable;Medio
TQRMNOSRXHKMLNCDEHPJB00867091;2024;3;1;1;40;S;29;398;1;;5;1;;2;1;1;1;;1;1;1;1;1;2;2;5;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;4283000;10;10;10;10;;10;1427666,67;10;10;10;10;;10;492;96;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOQQQHLLLQCDEHPJB00806559;2024;3;1;1;40;S;29;468;1;;3;1;;2;1;1;1;;1;1;1;1;1;1;2;3;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;2500000;10;10;10;10;;10;833333,33;9;9;10;9;;10;672;2;0;1;0;0;0;Nuclear;Material durable;Alto
TQRMNOQUVHMOMLCDEHPJB00811487;2024;3;1;1;40;S;29;301;1;;4;1;;4;1;1;1;;1;1;1;1;1;2;2;4;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;3;0;0;0;Nuclear;Material durable;Alto
TQRMNOQVSHLMLRCDEHPJB00806539;2024;3;1;1;40;S;29;421;2;;6;1;;2;1;1;1;;1;1;1;1;2;2;2;6;3;1;1;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;0;6;500000;3;3;3;2;;3;83333,33;1;1;1;1;;1;520;1;4;2;0;0;0;Extendido;Material durable;Alto
TQRMNORUXHLMLRCDEHPJB00866068;2024;3;1;1;40;S;29;272;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;200000;1;1;1;1;;1;200000;3;3;4;3;;3;275;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNORUYHLMLRCDEHPJB00806561;2024;3;1;1;40;S;29;383;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;280000;1;1;1;1;;1;280000;4;4;6;4;;5;428;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOSPWHLOLSCDEHPJB00806540;2024;3;1;1;40;S;29;414;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;1;2;2;2;2;4;0;4;2042000;9;10;10;9;;10;510500;7;8;9;7;;9;590;2;0;1;0;0;0;Nuclear;Material durable;Alto
TQRMNOQURHKOLQCDEHPJB00867092;2024;3;2;1;40;S;29;398;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;1;2;0;2;0;6;;2;;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;1;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOPYPHJMLSCDEHPJB00866136;2024;3;1;1;40;S;29;464;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;1;2;2;2;2;1;2;1;2;1;1;2;2;2;2;7;0;7;1523000;8;9;9;8;;9;217571,43;3;3;4;3;;4;700;1;2;3;4;0;0;Extendido;Material durable;Alto
TQRMNOPYRHJMLSCDEHPJB00866070;2024;3;1;1;40;S;29;362;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;2035000;9;10;10;9;;10;407000;6;7;8;6;;7;547;1;2;3;4;5;0;Extendido;Material durable;Alto
TQRMNOPWXHKNPOCDEIJAH00867093;2024;3;1;1;1;S;33;1204;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;2;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;800000;5;;4;5;;5;400000;6;;6;6;;7;1393;1;0;98;0;0;0;Nuclear;Material durable;Medio
TQRMNOPQRHMKPRCDEIJAH00812158;2024;3;1;1;1;S;33;2412;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;900000;5;;5;5;;5;450000;7;;6;6;;7;2989;1;0;98;0;0;0;Nuclear;Material durable;Medio
TQRMNOSRQHKMPRCDEIJAH00867094;2024;3;1;1;1;S;33;2292;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOSRUHKLKOCDEIOAH00867095;2024;3;1;1;43;N;38;241;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;96;0;2;0;0;0;Nuclear;Material durable;Alto
TQRMNOSVPHMMKPCDEIOAH00813104;2024;3;1;1;43;N;38;135;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;600000;3;4;4;;4;4;300000;4;5;4;;5;5;193;2;0;98;0;0;0;Nuclear;Material durable;Medio
TQRMNOSTXHKKKPCDEIOAH00867096;2024;3;1;1;43;N;38;150;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1800000;9;9;9;;9;9;1800000;10;10;10;;10;10;152;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOQRVHKLKQCDEIOAH00867097;2024;3;1;1;43;N;38;146;2;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;740000;4;5;4;;5;5;246666,67;4;4;3;;4;4;188;1;0;2;0;0;0;Nuclear;Material durable;Alto
TQRMNOSVSHLMKSCDEIOAH00808251;2024;3;1;1;43;N;38;116;1;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;650000;4;4;4;;4;4;650000;8;9;8;;9;8;138;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOSSRHJKKTCDEFKID00866005;2024;3;1;1;43;S;4;1612;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2500000;10;10;10;10;;10;1250000;10;10;10;10;;10;2563;1;0;98;0;0;0;Nuclear;Material durable;Medio
TQRMNOSYPHKLKSCDEFKID00867098;2024;3;1;1;43;S;4;1333;2;;8;1;;9;1;1;1;;1;1;1;1;2;2;2;8;3;1;1;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOQWSHJLLMCDEFKID00866008;2024;3;1;1;43;S;4;887;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;0;2;0;1;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;0;1;280000;1;1;1;1;;1;280000;4;4;4;4;;3;1414;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOVXQHLOLUCDEHPJB00806536;2024;3;1;1;40;S;29;413;1;;3;2;;4;2;1;1;;1;1;2;2;1;1;1;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;1;1;2;2;2;2;2;1;1;2;1;1;2;2;2;5;2;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Extendido;Material durable;Alto
TQRMNOVXSHLOLUCDEHPJB00806537;2024;3;1;1;40;S;29;424;1;;2;2;;4;2;1;1;;1;1;1;2;1;1;1;2;2;2;0;1;1;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;1;4;1040000;6;7;7;6;;7;208000;3;3;4;3;;4;479;1;3;98;0;0;0;Extendido;Material durable;Alto
TQRMNOQWRHKOLSCDEHPJB00867099;2024;3;1;1;40;S;29;444;1;;4;1;;4;1;1;1;;1;1;1;1;1;2;2;4;2;1;1;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1550000;8;9;9;8;;9;387500;6;6;8;6;;7;616;2;3;1;0;0;0;Nuclear;Material durable;Alto
TQSMNOQWTHKOLSCDEHPJB00867100;2024;3;1;1;40;S;29;370;1;;3;1;;2;1;1;1;;1;1;1;1;1;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;4;0;4;1391600;8;8;8;7;;8;347900;5;6;7;5;;6;468;1;0;2;4;3;0;Nuclear;Material durable;Alto
TQRMNOPTPHKOLTCDEHPJB00867101;2024;3;1;1;40;S;29;353;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;4;0;4;1330000;7;8;8;7;;8;332500;5;5;7;5;;6;429;2;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNORQQHKOLTCDEHPJB00867102;2024;3;1;1;40;S;29;231;1;;3;1;;4;1;1;1;;1;1;1;2;1;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOSWRHLMMMCDEHPJB00811468;2024;3;1;1;40;S;29;474;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;1;2;2;2;2;1;1;2;2;1;2;2;2;2;1;0;1;315000;1;2;2;1;;1;315000;5;5;7;5;;6;554;97;0;1;0;0;0;Unipersonal;Material durable;Medio
TQRMNOQPTHJLLTCDEHPJB00866137;2024;3;1;1;40;S;29;452;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;1;0;1;630000;4;4;4;3;;4;630000;8;8;9;8;;9;576;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOQUWHJOMLCDEHPJB00866138;2024;3;1;1;40;S;29;705;1;;2;1;;3;1;1;2;;1;1;1;1;2;1;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;3;0;3;600000;3;4;4;3;;3;200000;3;3;4;3;;3;775;1;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOQQUHJOMMCDEHPJB00866021;2024;3;1;1;40;S;29;311;1;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;900000;5;6;6;5;;6;450000;7;7;8;6;;8;402;1;2;98;0;0;0;Nuclear;Material durable;Medio
TQRMNORPRHKLMMCDEHPJB00867103;2024;3;1;1;40;S;29;519;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;2;0;0;0;Nuclear;Material durable;Alto
TQRMNOPXRHLKSPCDEIJAH00807702;2024;3;1;1;1;S;33;3421;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;5;2;3;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;1;0;0;0;Extendido;Material durable;Alto
TQRMNOPXTHLMSRCDEIJAH00812302;2024;3;1;1;1;S;33;1998;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;1;1;1;1;2;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;96;0;0;0;Nuclear;Material durable;Medio
TQRMNOSTUHMKSRCDEIJAH00867104;2024;3;1;1;1;S;33;1386;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2500000;10;;9;10;;10;2500000;10;;10;10;;10;1730;1;0;96;0;0;0;Unipersonal;Material durable;Medio
TQRMNOQPSHLLTNCDEIJAH00807621;2024;3;1;1;1;S;33;1074;2;;1;1;;4;2;2;1;;1;2;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;3;1;2;2;2;2;2;1;1;2;2;2;2;1;2;2;1;2;2;1;2;2;2;6;1;5;657936;4;;3;4;;4;109656;1;;1;1;;1;2460;1;0;4;0;0;0;Extendido;Material durable;Alto
TQRMNORVWHKOLLCDEIOAH00867105;2024;3;1;1;43;N;38;130;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;96;0;0;0;Unipersonal;Material durable;Medio
TQRMNOQTWHKMLMCDEIOAH00867106;2024;3;1;1;43;N;38;96;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1300000;7;8;7;;8;8;325000;5;5;5;;6;5;149;2;1;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOSWQHJMLMCDEIOAH00865648;2024;3;1;1;43;N;38;122;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;275000;1;1;1;;1;1;275000;4;4;4;;5;4;126;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOQQUHLOLLCDEIOAH00808282;2024;3;1;1;43;N;38;114;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Extendido;Material durable;Alto
TQRMNORYSHKLLMCDEHIBB00867107;2024;3;1;1;40;N;22;177;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1500000;8;8;9;;9;9;750000;9;9;10;;9;10;186;1;0;98;0;0;0;Nuclear;Material durable;Medio
TQRMNOQSSHJMKTCDEHIBB00865659;2024;3;1;1;40;N;22;88;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;270000;1;1;1;;1;2;90000;1;1;1;;1;1;87;3;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOPSUHMNLLCDEHIBB00810794;2024;3;1;1;40;N;22;96;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;1;1;1;2;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;600000;3;4;4;;4;4;300000;4;5;6;;5;6;92;2;0;98;0;0;0;Nuclear;Material durable;Medio
TQRMNOPYPHLNLMCDEHIBB00805846;2024;3;1;1;40;N;22;104;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;1;;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1581000;8;9;9;;9;9;316200;5;5;7;;6;6;109;3;0;4;0;0;0;Extendido;Material durable;Alto
TQRMNOQTWHJMLLCDEHIBB00865661;2024;3;1;1;40;N;22;94;1;;2;1;;3;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;810000;5;5;6;;6;6;405000;6;7;8;;7;8;93;1;0;2;0;0;0;Nuclear;Material durable;Medio
TQRMNOQUPHJMLLCDEHIBB00865662;2024;3;1;1;40;N;22;90;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600000;3;4;4;;4;4;600000;8;8;9;;8;9;91;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOTYUHJOLMCDEHIBB00865664;2024;3;1;1;40;N;22;184;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;2;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;130000;1;1;1;;1;1;43333,33;1;1;1;;1;1;181;6;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNORUSHKMLNCDEFKID00867108;2024;3;1;1;43;S;4;657;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;2;2;0;1;1;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;770000;4;5;5;4;;4;256666,67;4;4;3;4;;3;897;2;0;3;0;0;0;Nuclear;Material durable;Alto
TQRMNOPVYHMOLMCDEFKID00808813;2024;3;1;1;43;S;4;670;2;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;0;1;500000;3;3;3;3;;2;500000;7;8;7;7;;6;826;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOSPYHMOLMCDEFKID00808816;2024;3;1;1;43;S;4;690;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;260000;1;1;1;1;;1;260000;4;4;3;4;;3;936;1;0;96;0;0;0;Unipersonal;Material durable;Medio
TQRMNORWTHLOLLCDEFKID00803735;2024;3;1;1;43;S;4;1357;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;2;1;1;1;1;1;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;4100000;10;10;10;10;;10;2050000;10;10;10;10;;10;1867;96;0;1;2;0;0;Nuclear;Material durable;Medio
TQRMNORYYHJOLOCDEFKID00866050;2024;3;1;1;43;S;4;597;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;1;0;1;1000000;6;6;6;6;;6;1000000;9;10;10;9;;9;741;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOSPUHJOLOCDEFKID00866643;2024;3;1;1;43;S;4;805;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;800000;5;5;5;4;;4;200000;3;3;3;3;;2;1148;1;2;4;3;0;0;Nuclear;Material durable;Alto
TQRMNORYUHMOLPCDEFKID00808828;2024;3;1;1;43;S;4;998;1;;1;1;;4;2;1;1;;1;1;1;3;2;2;2;2;1;2;0;1;2;2;2;0;2;0;4;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;Nuclear;Material durable;Alto
TQSMNOTUVHJMLQCDEFKID00866658;2024;3;1;1;43;S;4;845;2;;1;1;;2;2;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600000;3;4;4;3;;3;600000;8;8;8;8;;7;929;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOTYPHKLKOCDEIHJF00867109;2024;3;1;1;44;N;31;284;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1500000;8;8;7;;8;7;750000;9;9;8;;9;8;288;1;0;98;0;0;0;Nuclear;Material durable;Medio
TQRMNORWYHMOKQCDEFNFF00809352;2024;3;1;1;41;N;7;293;1;;4;1;;5;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;560000;3;3;5;;4;4;186666,67;2;3;4;;3;3;497;2;0;1;0;0;0;Nuclear;Material durable;Alto
TQRMNOVTQHJOKNCDEFNFF00866485;2024;3;1;1;41;N;7;302;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;1280000;7;8;9;;8;8;256000;4;4;6;;4;4;570;1;0;98;0;0;0;Extendido;Material durable;Alto
