CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,REALIZADA,REGION,MAS_500,AGLOMERADO,PONDERA,IV1,IV1_ESP,IV2,IV3,IV3_ESP,IV4,IV5,IV6,IV7,IV7_ESP,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II7_ESP,II8,II8_ESP,II9,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4,TIPO_HOGAR,MATERIAL_TECHUMBRE,DENSIDAD_HOGAR,CONDICION_DE_HABITABILIDAD
TQRMNOSWWHKOKTCDEFMDB00861146,2024,2,1,1,43,N,6,144,1,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,3,0,3,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,0,98,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNOSPXHKMLRCDEHJGH00856431,2024,2,1,1,40,S,23,316,2,,3,4,PLASTIFICADO,9,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,800000,7,7,8,7,,7,"266666,67",6,6,8,6,,7,323,2,0,1,0,0,0,Nuclear,No aplica,Medio,regular
TQRMNOSYPHJNLTCDEFKID00865000,2024,2,1,1,43,S,4,745,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,3,0,3,0,12,12,12,12,,12,0,12,12,12,12,,12,0,1,2,3,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNOQSQHMLKQCDEHIBB00800569,2024,2,1,1,40,N,22,103,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,3,0,3,2270000,10,10,10,,10,10,"756666,67",10,10,10,,10,10,112,2,0,96,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNOPVTHLLKMCDEHIBB00805824,2024,2,1,1,40,N,22,111,1,,2,2,,2,1,1,1,,1,1,1,1,2,1,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,0,3,590000,5,5,6,,6,6,"196666,67",4,4,6,,5,6,117,1,2,3,0,0,0,Nuclear,Material durable,Alto,saludables
TQRMNOQWTHLLKMCDEHIBB00805825,2024,2,1,1,40,N,22,111,2,,1,1,,9,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,0,1,680000,6,6,7,,6,7,680000,9,10,10,,10,10,113,1,0,98,0,0,0,Unipersonal,No aplica,Medio,buena
TQRMNORWWHLMKNCDEHIBB00805827,2024,2,1,1,40,N,22,123,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,5,1,4,1150000,8,9,9,,9,9,230000,5,5,7,,6,7,149,1,0,2,0,0,0,Extendido,Material durable,Alto,buena
TQSMNORVYHKOKPCDEHIBB00856701,2024,2,1,1,40,N,22,162,1,,1,1,,1,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,1,,2,,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,280000,2,2,2,,2,2,280000,6,6,8,,7,8,159,1,0,98,0,0,0,Unipersonal,Material durable,Medio,buena
TQRMNOQPSHLKKQCDEHIBB00805829,2024,2,1,1,40,N,22,200,1,,3,1,,9,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,400000,3,3,3,,3,3,400000,8,8,9,,8,9,205,1,0,98,0,0,0,Unipersonal,No aplica,Bajo,buena
TQRMNOPQSHKMKRCDEHIBB00860905,2024,2,1,1,40,N,22,98,1,,2,2,,2,2,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,0,6,1020000,8,8,9,,9,9,170000,4,4,5,,4,5,121,1,4,5,6,7,0,Extendido,Material durable,Alto,saludables
TQRMNOQTUHLMKRCDEHIBB00805830,2024,2,1,1,40,N,22,204,1,,4,1,,2,1,1,1,,1,1,1,1,1,2,2,4,2,2,0,1,1,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,500000,4,4,5,,5,5,500000,9,9,10,,9,10,209,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOSRRHJMKPCDEGJBF00865001,2024,2,1,1,43,S,13,608,1,,3,1,,3,1,1,1,,1,1,1,2,2,2,2,3,2,2,0,1,2,2,2,0,2,0,6,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,0,2,1000000,8,8,8,8,,8,500000,9,9,9,9,,9,635,1,0,2,0,0,0,Nuclear,Material durable,Bajo,saludables
TQRMNOPUXHLNKOCDEGJBF00804929,2024,2,1,1,43,S,13,320,1,,2,1,,9,1,1,1,,1,1,1,2,2,2,2,2,1,2,0,1,2,1,2,0,1,1,1,,1,,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,0,1,460000,4,4,4,4,,4,460000,8,9,8,8,,8,371,1,0,98,0,0,0,Unipersonal,No aplica,Bajo,saludables
TQRMNORQUHJMKOCDEIJAH00865002,2024,2,1,1,1,S,33,2264,1,,3,1,,2,1,1,1,,1,1,1,1,2,1,2,3,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,748000,6,,6,6,,6,374000,7,,7,7,,8,3998,1,0,98,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNORQWHJMKOCDEIJAH00865003,2024,2,1,1,1,S,33,2554,1,,3,1,,3,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,5,493000,4,,4,4,,4,"82166,67",1,,1,1,,2,4834,2,0,1,3,6,0,Extendido,Material durable,Alto,buena
TQRMNOURRHKMKPCDEIJAH00861663,2024,2,1,1,1,S,33,4357,1,,3,1,,2,2,1,2,,1,1,1,2,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,3000000,10,,10,10,,10,1500000,10,,10,10,,10,5071,1,0,97,0,0,0,Nuclear,Material durable,Bajo,saludables
TQRMNOPWTHLLKOCDEIJAH00807629,2024,2,1,1,1,S,33,2151,1,,5,1,,4,1,1,1,,1,1,1,2,2,2,2,5,1,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,1,0,12,,12,12,,12,0,12,,12,12,,12,0,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,saludables
TQRMNOTQYHKMKQCDEIJAH00861664,2024,2,1,1,1,S,33,2483,1,,2,1,,2,1,1,2,,1,1,1,2,2,2,2,2,1,2,0,1,2,2,2,0,2,0,2,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,12,,12,12,,12,0,12,,12,12,,12,0,2,0,1,0,0,0,Nuclear,Material durable,Medio,saludables
TQRMNORPPHLOKPCDEIJAH00807631,2024,2,1,1,1,S,33,5173,1,,3,1,,1,1,1,2,,1,1,1,2,2,1,2,3,1,2,0,1,1,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,1,3,0,12,,12,12,,12,0,12,,12,12,,12,0,1,0,98,0,0,0,Nuclear,Material durable,Alto,saludables
TQRMNOTXYHJMKRCDEIJAH00865004,2024,2,1,1,1,S,33,1782,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,200000,1,,1,1,,1,200000,4,,4,4,,5,2224,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOQSQHKMKRCDEIJAH00865005,2024,2,1,1,1,S,33,1738,2,,1,1,,1,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,2,2,2,0,0,0,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,12,,12,12,,12,0,12,,12,12,,12,0,1,0,98,0,0,0,Unipersonal,Material durable,Medio,buena
TQRMNORSTHJLKSCDEIJAH00865006,2024,2,1,1,1,S,33,1536,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,1,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,12,,12,12,,12,0,12,,12,12,,12,0,2,0,98,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNOPWRHKLNSCDEIJAH00856437,2024,2,1,1,1,S,33,1738,1,,1,1,,1,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,4,1,3,900000,7,,7,7,,7,225000,5,,5,5,,6,3394,2,0,1,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNOPQUHMMKRCDEIGED00806652,2024,2,1,1,43,N,30,158,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,0,2,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,2,98,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNOPQXHLNKNCDEIGED00806709,2024,2,2,1,43,N,30,113,1,,1,1,,4,2,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,6,,2,,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,100000,1,1,1,,1,1,100000,2,2,1,,2,2,127,1,0,98,0,0,0,Unipersonal,Material durable,Medio,buena
TQRMNOUPQHKKMPCDEIIAD00865527,2024,2,1,1,1,S,32,1505,2,,3,1,,9,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,316000,2,,2,2,,2,316000,7,,6,7,,4,1783,1,0,98,0,0,0,Unipersonal,No aplica,Bajo,buena
TQRMNORPSHKLMUCDEIIAD00856512,2024,2,1,1,1,S,32,1642,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,0,2,375000,3,,3,3,,2,187500,4,,4,4,,2,2776,1,0,2,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNOQXVHKMNLCDEIIAD00861493,2024,2,1,1,1,S,32,648,1,,3,1,,3,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,0,12,,12,12,,12,0,12,,12,12,,12,0,2,0,98,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNOSRXHKKNMCDEIIAD00865528,2024,2,1,1,1,S,32,1205,2,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,2,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,88000,1,,1,1,,1,88000,1,,1,1,,1,1583,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNORRTHKLNNCDEIIAD00857264,2024,2,1,1,1,S,32,1667,2,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,1100000,8,,8,8,,7,1100000,10,,10,10,,9,1940,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOQTXHKLNOCDEIIAD00865529,2024,2,1,1,1,S,32,1837,2,,3,1,,9,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,12,,12,12,,12,0,12,,12,12,,12,0,1,0,98,0,0,0,Unipersonal,No aplica,Bajo,buena
TQRMNORXXHKKNQCDEIIAD00861031,2024,2,1,1,1,S,32,4089,2,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,0,12,,12,12,,12,0,12,,12,12,,12,0,1,0,98,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNOSXXHKKNQCDEIIAD00865530,2024,2,1,1,1,S,32,5747,2,,2,1,,9,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,2,2,0,2,0,9,VIVIENDA SOCIAL,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,4,0,12,,12,12,,12,0,12,,12,12,,12,0,2,0,1,0,0,0,Extendido,No aplica,Alto,buena
TQRMNOPQRHJOOPCDEIJAH00865531,2024,2,1,1,1,S,33,1906,1,,1,1,,4,2,1,2,,1,1,1,2,2,1,2,1,1,2,0,2,2,2,0,0,0,0,4,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,0,3,390000,3,,3,3,,3,130000,2,,2,2,,3,2845,2,0,3,0,0,0,Nuclear,Material durable,Alto,saludables
TQRMNOTVVHMONSCDEIJAH00807820,2024,2,1,1,1,S,33,4181,1,,2,1,,2,1,1,2,,1,1,1,2,2,2,2,2,2,2,0,1,2,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,2,3,1210000,9,,8,8,,9,242000,5,,5,5,,6,8172,2,0,98,0,0,0,Extendido,Material durable,Alto,saludables
TQRMNOQRTHJMKSCDEGKDB00865532,2024,2,1,1,43,N,14,100,2,,1,1,,2,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,2,2,2,0,0,0,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,580000,5,5,5,,5,6,"193333,33",4,4,3,,5,5,119,2,0,98,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNOQXXHJOKQCDEFNFF00865533,2024,2,1,1,41,N,7,323,1,,4,2,,4,1,1,1,,1,1,1,1,2,2,2,4,3,1,1,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,2,0,12,12,12,,12,12,0,12,12,12,,12,12,0,2,0,98,0,0,0,Nuclear,Material durable,Medio,saludables
TQRMNOQYUHJOKQCDEFNFF00865534,2024,2,1,1,41,N,7,231,1,,5,1,,4,1,1,1,,1,1,1,1,2,2,2,5,1,2,0,1,2,2,2,0,2,0,1,,2,,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,160700,1,1,1,,1,1,160700,3,3,5,,4,4,295,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOQSRHMMLLCDEFNFF00799007,2024,2,1,1,41,N,7,303,1,,3,2,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,600000,5,5,7,,6,6,300000,7,7,8,,7,8,422,1,0,96,0,0,0,Nuclear,Material durable,Bajo,saludables
TQRMNOSYVHMMLLCDEFNFF00804169,2024,2,1,1,41,N,7,210,2,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,3,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,0,98,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNOSPSHJOLLCDEFNFF00865535,2024,2,1,1,41,N,7,334,1,,5,1,,4,1,1,1,,1,1,1,3,2,2,2,5,2,2,0,1,2,2,2,0,2,0,1,,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,250000,2,2,2,,2,2,"83333,33",1,1,2,,1,1,702,2,0,98,0,0,0,Nuclear,Material durable,Bajo,saludables
TQRMNOUPPHLOLLCDEFNFF00804170,2024,2,1,1,41,N,7,263,1,,2,1,,4,1,2,1,,1,2,3,4,2,2,2,2,1,2,0,1,2,2,2,0,2,0,1,,2,,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,129000,1,1,1,,1,1,129000,2,2,4,,3,3,332,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,insuficiente
TQRMNOQYQHJMLMCDEFNFF00865536,2024,2,1,1,41,N,7,204,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,2,2,2,0,2,0,6,,2,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,3,0,3,874000,7,8,9,,8,9,"291333,33",6,7,8,,7,7,431,2,0,1,3,0,0,Nuclear,Material durable,Bajo,buena
TQRMNOPSYHKMMLCDEFKID00858375,2024,2,1,1,43,S,4,689,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,12,12,12,12,,12,0,12,12,12,12,,12,0,2,0,3,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNOQQRHMOLUCDEFKID00798611,2024,2,1,1,43,S,4,666,1,,1,2,,2,1,1,1,,1,1,2,2,1,1,1,1,1,2,0,1,2,2,2,0,2,0,3,,2,,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,5,2,3,330000,2,2,2,2,,2,66000,1,1,1,1,,1,483,1,0,98,0,0,0,Extendido,Material durable,Alto,saludables
TQRMNOPTSHMOKRCDEGLDF00799999,2024,2,1,1,41,N,15,98,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,2,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,280000,2,2,3,,2,3,280000,6,6,8,,7,9,99,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNORYRHJMQLCDEIJAH00865630,2024,2,1,1,1,S,33,1756,1,,6,1,,4,1,1,1,,1,1,1,1,2,1,2,6,2,1,1,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,2400000,10,,10,10,,10,800000,10,,10,10,,10,4024,1,2,98,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNOPYRHKLPLCDEIJAH00860793,2024,2,2,1,1,S,33,3421,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,1,2,0,2,0,6,,1,,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,4,2,2,456000,4,,4,4,,4,114000,2,,2,2,,2,5694,2,0,98,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNORQTHKNPOCDEIJAH00865631,2024,2,1,1,1,S,33,1539,1,,3,1,,2,2,1,1,,1,1,1,1,2,1,2,3,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,3,0,3,700000,6,,6,6,,6,"233333,33",5,,5,5,,6,2359,2,0,98,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNOQWUHKKPQCDEIJAH00865632,2024,2,1,1,1,S,33,1858,1,,4,1,,3,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,0,12,,12,12,,12,0,12,,12,12,,12,0,1,2,98,0,0,0,Nuclear,Material durable,Bajo,buena
TQSMNOPPRHMMPTCDEIJAH00807626,2024,2,1,1,1,S,33,1214,1,,3,1,,3,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,1,2,0,2,0,1,,1,,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,0,1,0,12,,12,12,,12,0,12,,12,12,,12,0,1,0,97,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOPPUHMMPTCDEIJAH00802187,2024,2,1,1,1,S,33,1626,1,,2,2,,4,1,1,1,,1,1,2,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,3,0,3,200000,1,,1,1,,1,"66666,67",1,,1,1,,1,2883,1,2,98,0,0,0,Nuclear,Material durable,Alto,saludables
TQRMNORXTHLMSMCDEIJAH00807884,2024,2,1,1,1,S,33,2481,1,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,12,,12,12,,12,0,12,,12,12,,12,0,1,2,98,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNOSSTHJNSOCDEIJAH00865633,2024,2,1,1,1,S,33,7708,1,,3,1,,2,2,1,2,,1,1,1,3,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,3,0,3,510000,4,,4,4,,4,170000,3,,3,3,,4,14495,1,0,98,0,0,0,Nuclear,Material durable,Medio,saludables
TQRMNOQSRHJOMMCDEFIAH00865634,2024,2,1,1,43,S,2,1323,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,4,1,3,0,12,12,12,12,,12,0,12,12,12,12,,12,0,1,2,98,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNOPXTHLLKMCDEFJAH00808706,2024,2,1,1,43,N,3,377,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,600000,5,6,5,,6,6,600000,9,9,9,,10,9,595,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOPXRHLMKNCDEFJAH00865635,2024,2,1,1,43,N,3,349,2,,2,1,,9,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,590000,5,5,5,,5,5,295000,6,7,6,,7,6,507,2,0,98,0,0,0,Nuclear,No aplica,Medio,buena
TQRMNOSTUHLMKNCDEFJAH00803561,2024,2,1,1,43,N,3,485,1,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,12,12,12,,12,12,0,12,12,12,,12,12,0,1,0,97,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNORQXHJMKPCDEIKAH00865636,2024,2,1,1,43,S,34,654,1,,4,1,,3,1,1,1,,1,1,1,1,2,2,2,4,2,1,1,1,2,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,1300000,9,9,9,9,,9,"433333,33",8,8,8,8,,8,1859,1,3,2,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNOPWUHLMKQCDEIKAH00812846,2024,2,1,1,43,S,34,669,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,0,12,12,12,12,,12,0,12,12,12,12,,12,0,1,2,5,3,0,0,Extendido,Material durable,Alto,buena
TQRMNOPVTHJKKQCDEIKAH00865637,2024,2,1,1,43,S,34,947,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,2,1,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,200000,1,1,1,1,,1,200000,4,4,4,4,,3,1298,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOQPVHLMKUCDEIKAH00865638,2024,2,1,1,43,S,34,723,2,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,5,0,12,12,12,12,,12,0,12,12,12,12,,12,0,1,2,98,0,0,0,Extendido,Material durable,Alto,buena
TQRMNORTSHLMLOCDEIKAH00808016,2024,2,1,1,43,S,34,613,1,,2,1,,1,2,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,6,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,0,12,12,12,12,,12,0,12,12,12,12,,12,0,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
